"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"AT2G35930",2878.57590220299,3.55629459873103,0.452552989060356,7.858294353806,3.89399371187289e-15,5.66926264368141e-13,"AtPUB23"
"AT2G32130",54.787780021536,4.19200875922442,0.88300320612863,4.74744455074352,2.06002840179344e-06,6.74575967105077e-05,"CHIQL7"
"AT2G20562",179.01864621148,2.63689178577676,0.422281520287501,6.24439303898852,4.25448947246104e-10,2.73327312552997e-08,"TAX2"
"AT2G26530",3137.39629796754,3.08667753596453,0.311692151213428,9.90296843840306,4.04099157466974e-23,2.27159851379421e-20,"AR781"
"AT2G37430",311.000692400907,6.63430042794275,0.711302859007162,9.32697000150248,1.08940682637358e-20,3.80109068022797e-18,"ZAT11"
"AT2G23270",24.5243696448164,5.66819379225487,1.39567054817903,4.06126918680796,4.88066564293523e-05,0.00112880034989806,"PIP3"
"AT2G19500",3.08632852683938,-48.7438622891984,6.53907938979572,-7.45423925656317,9.03878417026114e-14,1.03830708810674e-11,"ATCKX2"
"AT2G31945",50.0486641901113,2.59189581481033,0.675309641360644,3.838085014732,0.000123997555130269,0.0024968542519117,NA
"AT2G41100",29136.7107595613,2.36069188160319,0.318481286976272,7.4123409385088,1.24089245239737e-13,1.38740003089313e-11,"ATCAL4"
"AT2G38470",8125.63738441913,4.25124987626541,0.435045921304348,9.77195663280644,1.48554923059829e-22,7.51576494490441e-20,"ATWRKY33"
"AT2G25295",20.9028625441411,7.47094493057443,1.40587096694162,5.31410428570625,1.07183225997145e-07,4.54731015619334e-06,"LCR81"
"AT2G20142",2350.30334116402,2.90615181808569,0.435193186786922,6.67784309663052,2.42484439426379e-11,1.85175758515911e-09,NA
"AT2G32140",1099.74652433056,2.71601867517583,0.462704587431095,5.86987626436769,4.36120504960258e-09,2.35983172697346e-07,NA
"AT2G20150",33.5009143768031,4.25127815883678,0.639490968047863,6.647909620701,2.97284747051897e-11,2.19389575241765e-09,NA
"AT2G24610",45.5595636345698,5.10337678508163,1.28265262884834,3.97876764940153,6.92733981170345e-05,0.00152048346821521,"ATCNGC14"
"AT2G21200",13.5492938614531,-2.89175847788307,0.752840282670124,-3.8411314384331,0.000122468512329317,0.00247344838723392,"SAUR7"
"AT2G29110",671.109396918255,3.77371742340778,0.503724081066774,7.49163592777994,6.8020388003554e-14,8.09722701192895e-12,"ATGLR2.8"
"AT2G35000",49.6838125061404,3.19261099842879,0.639420356190867,4.99297679142983,5.94557045473962e-07,2.19163040605766e-05,"ATL2G"
"AT2G35710",1576.83791472815,4.26960549556029,0.328702809775268,12.9892576777162,1.40785940030382e-38,9.49695022798281e-35,"PGSIP7"
"AT2G33710",40.8493066488275,2.62503362172011,0.539066489652916,4.86959154780752,1.11829164572224e-06,3.90867810475898e-05,NA
"AT2G27660",3309.81078787363,2.6313283967101,0.745163764423885,3.53120820192389,0.000413665999876088,0.00693024830140187,NA
