"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","normalized_counts.A10_S1","normalized_counts.A18_S16","normalized_counts.A20_S2","normalized_counts.A28_S17","normalized_counts.A30_S3","normalized_counts.A38_S18","normalized_counts.B10_S4","normalized_counts.B18_S19","normalized_counts.B20_S5","normalized_counts.B28_S20","normalized_counts.B30_S6","normalized_counts.B38_S21","normalized_counts.D10_S7","normalized_counts.D18_S22","normalized_counts.D20_S8","normalized_counts.D28_S23","normalized_counts.D30_S9","normalized_counts.D38_S24","normalized_counts.M10_S10","normalized_counts.M18_S25","normalized_counts.M20_S11","normalized_counts.M28_S26","normalized_counts.M30_S12","normalized_counts.M38_S27","normalized_counts.N10_S13","normalized_counts.N18_S28","normalized_counts.N20_S14","normalized_counts.N28_S29","normalized_counts.N30_S15"
"AT3G25730",96.5681081545683,1.15759447704683,0.297686240290312,3.88863951493999,0.000100807716453951,0.0230456772633877,146.220713598306,38.6358962767959,164.536008542597,35.583616265994,102.267336289964,36.9209661155966,112.863072068396,88.7887123861445,149.210315379377,40.7617741863234,100.89892320534,85.0776153651797,80.4894143029772,60.9439786333287,121.146945915332,82.4408777436081,94.0464971077938,34.6447273097883,103.227375229428,49.2154777911203,109.585084957754,49.5575190714425,108.990591721681,43.2019802186048,219.141342851206,60.4385066593798,174.954738950975,44.3883662877908,262.296762050254
"AT3G48360",4743.00586214455,-1.0254667489809,0.283447769670507,-3.61783319083073,0.000297079756081588,0.0414576952363712,1271.19809569698,9078.29927515654,1479.50778881503,10446.2175297237,1393.39245695076,6205.67598470948,1950.73559790943,2534.02985150056,1971.58798748481,3351.08816627947,1909.00762704504,4911.54423941521,6306.28173015072,4048.96558045177,6389.68283658841,6396.87591207314,6387.10067500645,8865.20077716027,3756.9331563763,7043.37936030896,3587.40624273791,8120.53271366864,3011.42497948809,7321.00756784477,4519.94322797013,3733.41661389587,2338.99221470028,6701.05801066041,2516.6838024227
"AT3G15000",1446.10266355554,1.04218661953032,0.204009226187686,5.10852689854093,3.24680188769381e-07,0.000446620791094338,613.863536367662,1931.79481383979,585.748190411646,2173.83546643164,340.503744692721,1824.63414543278,820.822342315606,1908.95731630211,1072.9730544135,2317.93396671074,885.219886254853,2417.28462704241,571.091558625886,2169.85957259081,666.308202534328,2167.59185872218,671.760693627099,1649.47396136047,683.202233426348,2157.27844317744,558.763510114264,1918.31510532242,904.771213470394,2542.00451606271,1126.31304705648,2359.39689288009,1378.50243978822,2094.17970950613,1424.59319462982
"AT3G29240",7937.02433896361,-1.04283878946857,0.27307590012293,-3.81886057685471,0.000134069507061424,0.0274671336913713,5663.0887185506,8921.48299026837,4851.83781990411,7014.01599715832,5819.94113795614,5497.53185461233,4214.40971382669,18667.8267791869,5311.21661934683,20260.9534114212,4337.30837885356,20179.6001016171,4577.67573726298,4832.34963913435,6080.26698823708,4500.73572397015,5692.50011779603,6936.64429024872,4699.56208281345,7044.25820812666,4170.25438690883,14170.3139025926,4126.71226737982,15245.9788191456,3416.89099384199,19714.4288367792,2526.86307531877,9705.99187846425,1993.065359222
"AT3G03990",2415.68278708275,1.02769980934156,0.230624459398818,4.4561613803693,8.34402296980319e-06,0.00527120980134961,1711.17754021801,2161.33749171958,1804.63094169521,1912.61937429718,1538.65855963537,2193.10538726644,1499.28330963585,1865.4508472329,2680.75611563623,2628.35055474504,1716.62701346686,2014.17878281215,2487.50618488725,2858.01866465881,1800.83297982251,2148.82482964234,1925.26614793526,2598.35454823412,2370.15486546516,2513.21180934536,2047.19389481519,2898.80121049539,2258.94199006717,2794.30408053936,5707.46894062751,2425.19071025613,2567.95982607907,2530.92952780207,4395.66469636634
"AT3G49220",3277.5024704729,1.40016850947995,0.338001181390892,4.14249590406218,3.4354650585421e-05,0.0129725855092949,3597.55647600877,1885.20446832954,3511.85656633319,1486.42469765675,2550.87276314172,1679.90395825965,4287.51420368917,923.402608815903,2764.58213551228,993.176305655226,3897.38907367828,751.518935725754,3780.44725273825,2120.34258995123,3544.36672846884,2527.51666643208,3135.7789178513,1984.37299202176,4855.76140059482,3109.36357901756,3894.48532696019,1049.49024565219,5091.20435302647,1007.47017869786,11596.1273714337,970.841328490545,5847.4805367507,2037.90160224839,10165.2183805721
"AT3G20500",2120.70148318999,1.13364417140171,0.263682298743478,4.29928052358406,1.71353471308823e-05,0.00804859792796417,1653.21617626913,1304.52967428711,1692.74645588624,1798.5900585357,1207.45184551446,1613.44621925157,1559.56245039965,1835.26268502161,2107.38613968402,2076.49884268405,1731.42552220364,1964.21256426435,2662.53872075245,1719.12806394848,1822.11555140223,1356.58810205742,1995.12926007248,1371.35378934579,1817.34510601283,1327.06020472485,1862.94644428182,1523.10957348686,4152.09363805473,1585.5126740228,5739.29952673997,1988.35036465479,3291.26263946028,1552.80017067468,5189.38054881581
"AT3G15630",4203.33999381956,-1.4097613916345,0.306043866820696,-4.60640301757932,4.09694002649069e-06,0.00315595484120631,7367.67974013806,3154.50729601133,5163.79809210087,3864.05723906635,7428.32742688012,4104.87301273203,5158.35540748964,1639.92751777209,5602.9311685155,2662.84128674886,6293.4021700611,2991.22092117259,6076.31197499936,1616.28510000474,6887.36758737572,2294.93955604971,6322.61164841825,5436.33512702761,4527.06370578532,3281.91070055905,4207.58556969663,2928.91210815905,5041.93463348106,2432.27148630745,3109.6034125255,3438.8745244799,2149.94716120292,4713.09332048578,1999.89092552071
"AT3G21870",45.5218185732374,-1.87061755610762,0.510097471107026,-3.66717669085471,0.000245243338445402,0.0393871837711373,35.5672006049933,67.0446435391458,18.4280329567709,80.8718551499864,33.7017358228291,33.2288695040369,25.6506981973627,21.3092909726747,23.4712855652953,21.9486476387895,48.4314831385634,21.6070134260774,71.5461460470909,40.6293190888858,49.113626722432,38.2043091982574,37.6185988431175,95.2730001019177,54.3301974891728,97.2591584919758,26.4930974623142,100.996969246864,64.1999375894834,67.3950891410235,22.0365596163224,32.1318642999235,14.0903145463872,69.7531470236712,7.80064719852057
"AT3G13560",216.366495583795,1.11854355373646,0.298884234894172,3.74239730018719,0.000182273033904203,0.0347545949200708,119.874639076089,312.496219885849,115.833350013988,226.441194419962,91.8081768966723,299.059825536332,114.145606978264,384.455124632006,172.681600944673,308.064947215867,118.388069894266,450.3711860998,118.817706828204,213.30392521665,75.3075609743958,318.369243318812,91.3594543332854,277.157818478306,82.8535511709885,302.32364928831,178.226292019205,273.507320444923,73.1580684159229,235.01877238921,172.619716994526,439.900523153714,216.051489711271,259.989002542774,233.044335055802
"AT3G03630",125.364308017627,1.18244868976455,0.272414903684463,4.34061673488383,1.42083361253592e-05,0.00726097558997219,63.2305788533214,156.816284888172,55.2840988703127,145.569339269976,65.0792140027044,98.9481891897989,97.4726531499782,128.74363295991,67.0608159008438,158.34381510841,63.2299918753466,179.608299104268,56.214829037,174.579105460056,63.8477147391616,219.842340649622,83.2983260097602,159.750687039579,57.0467073636314,165.223389727332,83.0919874954401,141.772143166405,68.6790030027032,236.746851597954,119.976824577755,219.56773938281,164.387003041184,165.663724181219,176.489642866528
"AT2G23430",522.750420893873,-1.20886256883842,0.273712955796051,-4.41653397561191,1.00296142422972e-05,0.00568089150229879,320.10480544494,731.809329478134,310.643984128424,583.894794182902,525.282227307543,526.492976808407,289.852889630198,881.671913994415,187.770284522363,824.642047000235,270.409114190312,569.884979112791,384.560535003113,713.552416498557,307.778727460574,735.265389306814,408.430501725276,1001.81003137471,206.454750458857,831.097086270288,233.620950349498,839.341272374557,313.534578925384,957.355881644282,161.601437186364,834.663427409917,221.922454105599,891.730572745797,94.5828472820619
"AT2G02170",980.697830804435,-1.00968267337919,0.246908599327294,-4.08929731945379,4.32681953195217e-05,0.0144985146778681,2103.73405059905,334.086867805235,1371.57216721109,306.504331018449,1897.75636547172,338.196049618865,1862.24068912853,159.81968229506,1101.47390117136,128.556364741481,2328.74714757926,160.026943186886,1828.25955345334,179.022937235403,2413.11619296216,280.164934120554,1850.02895024903,299.291949815115,1965.39489417083,287.969134932567,1682.31168885695,188.193110397883,1691.59370439267,198.729109005582,958.590343310026,178.255342425766,1062.64455537337,280.597886890677,1003.35824590971
"AT2G27770",123.082310473572,1.45477318459704,0.346648836266493,4.1966769606538,2.70859840458379e-05,0.0112660463883299,80.3555272927627,132.952937187798,94.772740920536,183.579111190469,37.1881222872597,174.266960065616,97.4726531499782,63.927872918024,88.855581068618,119.933681740528,75.3378626599875,111.411162978211,60.0476582895227,149.820614140266,80.218923646639,219.172089611056,68.519590749964,167.449515330643,54.3301974891728,256.330613495418,42.1481095991363,129.225935806546,64.1999375894834,128.741901051442,231.383875971385,119.346924542573,144.425724100469,198.954998897062,195.016179963014
